Country,EPI 2000,EPI 2002,EPI 2004,EPI 2006,EPI 2008,EPI 2010,EPI 2012,EPI 2014,EPI 2016,EPI 2018,EPI 2020,CCPI 2008,CCPI 2009,CCPI 2010,CCPI 2011,CCPI 2012,CCPI 2013,CCPI 2014,CCPI 2015,CCPI 2016,CCPI 2017,CCPI 2018,CCPI 2019,CCPI 2020,2014 Sustainable Competitiveness,2015 Sustainable Competitiveness,2016 Sustainable Competitiveness,2017 Sustainable Competitiveness,2018 Sustainable Competitiveness,2019 Sustainable Competitiveness,2020 Sustainable Competitiveness,2014 Natural capital,2015 Natural capital,2016 Natural capital,2017 Natural capital,2018 Natural capital,2019 Natural capital,2020 Natural capital,2014 Resource Intensity,2015 Resource Intensity,2016 Resource Intensity,2017 Resource Intensity,2018 Resource Intensity,2019 Resource Intensity,2020 Resource Intensity,2014 Social capital,2015 Social capital,2016 Social capital,2017 Social capital,2018 Social capital,2019 Social capital,2020 Social capital,2014 Intellectual capital,2015 Intellectual capital,2016 Intellectual capital,2017 Intellectual capital,2018 Intellectual capital,2019 Intellectual capital,2020 Intellectual capital,2014 Governance ,2015 Governance ,2016 Governance ,2017 Governance ,2018 Governance ,2019 Governance ,2020 Governance ,GDP PER CAPITA PER CAPITA 2000 ,GDP PER CAPITA PER CAPITA 2001 ,GDP PER CAPITA 2002 ,GDP PER CAPITA 2003,GDP PER CAPITA 2004 ,GDP PER CAPITA 2005 ,GDP PER CAPITA 2006 ,GDP PER CAPITA 2007 ,GDP PER CAPITA 2008 ,GDP PER CAPITA 2009,GDP PER CAPITA 2010 ,GDP PER CAPITA 2011 ,GDP PER CAPITA 2012 ,GDP PER CAPITA 2013 ,GDP PER CAPITA 2014 ,GDP PER CAPITA 2015 ,GDP PER CAPITA 2016 ,GDP PER CAPITA 2017 ,GDP PER CAPITA 2018 ,GDP PER CAPITA 2019 ,GDP PER CAPITA 2020 ,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,Continent_Name,Continent_Code,Country_Name,Two_Letter_Country_Code,Country_Number
Sri Lanka,49.73,49.64,53.67,54.55,55.48,63.71,55.72,53.88,65.55,60.61,39,,,,,,,,,,,,,,39.21,37,38.99,40.24,41.93,40.95,46.25,35.46,33.65,36.51,33.31,34.88,35.63,39.82,35.46,36.75,39.59,36.79,51.48,42.07,50.8,37.92,37.38,28.27,41.79,45.36,45.18,48.78,36.51,29.75,31.62,33.48,37.92,33.97,37.97,47.74,47.47,52.06,53.43,52.59,47.91,53.9,4339.68,4335.37,4542.34,4860.34,5218.68,5670.96,6242.37,6795.34,7287.59,7550.29,8194.27,9007.73,10315.18,10852.06,11256.86,11557.49,12224.22,12584.1,13169.09,13622.86,13225.41,LKA,"Population, total",SP.POP.TOTL,9874476,10111639,10352180,10597516,10849977,11110825,11380665,11657650,11937607,12214948,12485736,12747831,13002234,13252033,13501931,13755141,14012894,14273495,14533691,14788866,15035840,15272822,15501210,15724641,15948501,16176282,16408861,16643956,16878186,17106752,17325769,17535732,17736827,17924827,18094474,18242917,18367290,18470897,18564595,18663293,18777606,18911727,19062476,19224036,19387153,19544988,19695977,19842044,19983984,20123508,20261738,20398496,20425000,20585000,20778000,20970000,21203000,21444000,21670000,21803000,21919000,Asia,AS,"Sri Lanka, Democratic Socialist Republic of",LK,144
St. Kitts and Nevis,,,,,,,,,,,,,,,,,,,,,,,,,,,39.58,40.13,37.97,38.16,42.23,,,42.13,39.32,37.20,35.66,41.51,,,37.44,37.06,45.36,37.71,38.21,,,33.65,42.89,31.55,37.13,39.68,,,39.54,33.56,32.22,30.83,37.59,,,44.14,51.76,50.05,49.46,54.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,43.81,43.31,43.73,44.68,45.18,47.09,46,24.64,42.25,51.49,34.8,,,,,,,,,,,,,,35.12,35.36,37.54,40.73,40.89,38.52,39,52.31,52.39,48.95,52.94,54.82,53.91,49.31,52.31,36.03,43.19,47.74,39.91,49.15,51.14,27.8,27.2,36.57,35.61,40.08,34.9,30.71,19.83,21.11,24.86,25.22,23.93,20.12,25.71,38.44,40.06,42.81,37.89,36.46,34.53,38.16,1824.61,1931.35,2030.52,2166.79,2247.83,2422.97,2672.27,2976.97,3183.84,3225.06,3289.44,3673.49,3751.12,3716.65,4500.78,4379.62,4503.77,4327.78,4448.84,4362.61,4243.78,SDN,"Population, total",SP.POP.TOTL,7544498,7769475,8004122,8248818,8503989,8770094,9047803,9337662,9639846,9954411,10281695,10621471,10974626,11343923,11732957,12144128,12578398,13034631,13510429,14002302,14507466,15027254,15562129,16107613,16657956,17210182,17757494,18303430,18867559,19476653,20147592,20891442,21696240,22527837,23338465,24094741,24782384,25413912,26015518,26626512,27275019,27971077,28704786,29460517,30214189,30949514,31661824,32360619,33060844,33783779,34545014,35349676,36193781,37072555,37977657,38902948,39847433,40813398,41801532,42813237,43849269,Africa,AF,"Sudan, Republic of",SD,736
Suriname,,,,,,,,,,,,,,,,,,,,,,,,,45.55,43.77,45.84,44.45,42.89,42.90,46.54,67.15,70.05,65.92,61.14,61.00,59.96,64.41,67.15,35.75,39.30,37.29,54.64,39.09,44.61,41.44,38.26,34.07,33.11,36.25,39.44,41.95,36.04,29.22,36.80,37.25,36.34,31.51,34.80,44.53,45.60,49.06,47.97,42.29,44.51,46.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swaziland,,,,,,,,,,,,,,,,,,,,,,,,,34.45,36.11,37.46,36.94,38.10,38.90,43.08,48.43,47.56,46.70,42.91,43.76,46.84,49.84,48.43,34.23,39.98,37.68,48.80,40.57,48.83,21.49,24.31,35.53,41.30,28.47,28.76,33.99,25.06,31.27,36.06,31.43,38.09,36.44,39.58,42.63,43.19,39.12,43.14,40.30,41.88,43.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,66.36,66.09,66.55,67.55,68.45,86.05,68.82,78.09,90.43,80.51,78.7,65.6,66.7,67.4,69.9,68.1,69.37,68.1,71.44,69.91,66.15,74.32,76.28,75.77,54.13,55.54,60.93,60.5,61.34,60.59,62.1,62.92,64.79,67.59,63.55,63.08,63.74,63.12,62.92,40.01,51.51,59.19,38.17,63.79,63.72,58.01,59.66,39.16,39.27,56.63,58.26,61.65,59.68,57.86,70.82,69.26,70.78,66.08,69.5,50.96,55.39,55.45,55.4,52.13,51.08,52.51,29631.16,29940.54,30926.51,31782.08,33830.55,34244.47,37679.7,40855.5,42158.3,40309.11,42256.16,44608.58,45432.43,46312.39,47184.67,49103.13,50430.25,51947.95,53553.31,55068.77,54563.12,SWE,"Population, total",SP.POP.TOTL,7484656,7519998,7561588,7604328,7661354,7733853,7807797,7867931,7912273,7968072,8042801,8098334,8122300,8136312,8159955,8192437,8222286,8251540,8275599,8293678,8310531,8320503,8325263,8329033,8336605,8350386,8369829,8397804,8436489,8492964,8558835,8617375,8668067,8718561,8780745,8826939,8840998,8846062,8850974,8857874,8872109,8895960,8924958,8958229,8993531,9029572,9080505,9148092,9219637,9298515,9378126,9449213,9519374,9600379,9696110,9799186,9923085,10057698,10175214,10278887,10353442,Europe,EU,"Sweden, Kingdom of",SE,752
Switzerland,76.17,77.09,77.18,77.34,77.8,89.09,76.69,87.67,86.93,87.42,81.5,59,58.2,59.4,63.6,65.1,67.61,66.17,65.05,62.09,61.66,61.2,65.42,60.61,52,53.04,54.45,55.35,56.43,56.92,59.44,52.9,53.52,52.38,47.82,47.44,46.96,47.6,52.9,40.66,46.2,51.71,38.83,57.37,63.13,57.2,60.58,39.34,32.33,55.77,57.77,61,54.84,54.31,61.1,64,66.75,62.06,64.73,55.15,56.14,54.31,56.78,56.04,60.45,60.75,36788.69,37913.09,38814.37,38800.87,40302.99,41749.22,46440.74,51145.94,54096.81,53393.3,54900.31,57987.5,59933.6,62225.09,64103.01,66020.2,68105.15,69103.57,71705.61,73114.47,71352.35,CHE,"Population, total",SP.POP.TOTL,5327827,5434294,5573815,5694247,5789228,5856472,5918002,5991785,6067714,6136387,6180877,6213399,6260956,6307347,6341405,6338632,6302504,6281174,6281738,6294365,6319408,6354074,6391309,6418773,6441865,6470365,6504124,6545106,6593386,6646912,6715519,6799978,6875364,6938265,6993795,7040687,7071850,7088906,7110001,7143991,7184250,7229854,7284753,7339001,7389625,7437115,7483934,7551117,7647675,7743831,7824909,7912398,7996861,8089346,8188649,8282396,8373338,8451840,8514329,8575280,8636896,Europe,EU,"Switzerland, Swiss Confederation",CH,756
Syria,,,,,,,,,,,,,,,,,,,,,,,,,34.43,29.73,35.45,36.19,36.01,35.34,37.98,37.52,35.54,36.37,38.59,37.99,38.67,37.30,37.52,31.80,41.22,46.38,51.16,48.02,48.45,39.21,39.86,35.05,37.66,34.36,32.39,33.94,26.74,14.17,29.51,29.66,29.35,25.78,31.38,33.82,27.31,30.59,29.47,30.33,31.82,38.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tajikistan,35.58,36.68,37.31,38.14,38.31,51.29,38.78,31.34,73.05,47.85,38.2,,,,,,,,,,,,,,42.89,42.01,42.67,43.75,43.81,43.31,44.75,46.51,44.69,42.81,42.94,44.32,43.53,45.43,46.51,46.2,47.68,45.98,53.67,47.98,50.45,49.22,50.07,36.5,44.67,48.25,48.19,47.86,31.7,29.52,37.25,40.38,38.2,36.69,36.62,37.61,39.59,39.36,44.09,40.69,40.15,43.39,1048.59,1155.27,1278.37,1420,1579.25,1705.07,1843.45,2000.15,2155.2,2208.89,2328.46,2496.58,2750.36,3027.81,3303.1,3150.43,3114.9,3252.93,3497.32,3732.87,3858.43,TJK,"Population, total",SP.POP.TOTL,2087053,2159134,2236564,2318252,2402473,2487975,2574506,2662257,2750932,2840265,2930108,3020419,3111284,3203035,3296092,3390941,3487658,3586516,3688411,3794457,3905443,4020818,4140297,4265278,4397563,4537820,4687328,4843997,5001172,5149872,5283811,5400636,5502490,5593317,5679169,5764806,5851354,5938404,6027395,6119664,6216329,6318510,6426861,6541550,6662391,6789318,6922590,7062667,7209924,7364752,7527397,7697507,7874838,8059782,8252828,8454019,8663575,8880270,9100847,9321023,9537642,Asia,AS,"Tajikistan, Republic of",TJ,762
Tanzania,51.89,53.43,53.05,51.67,53.73,47.9,54.26,36.19,58.34,50.83,31.1,,,,,,,,,,,,,,41.73,41.7,42.18,43.25,43.12,42.68,43.39,54.25,56.69,53.94,58.27,55.66,55.39,56.18,54.25,45.71,57.81,59.97,49.99,61.36,62.95,33.84,35.51,27.46,31.96,36.2,36.8,35.88,29.59,27.66,21.37,21.97,20.84,21.92,23.43,42.52,42.93,42.84,37.89,41.37,37.91,38.53,1191.28,1258.11,1331.99,1407.39,1510.5,1627.47,1736.73,1851.17,1938.72,1998.3,2088.1,2228.7,2099.43,2194.88,2243.59,2348.44,2479.33,2530.6,2652.39,2772.93,2780.06,TZA,"Population, total",SP.POP.TOTL,10052151,10346695,10651954,10968196,11295675,11634837,11985442,12348188,12725519,13120587,13535487,13971698,14428340,14902271,15388933,15885228,16390161,16905222,17432756,17976219,18538263,19120683,19723317,20344550,20981775,21633799,22296282,22971208,23670807,24411744,25203848,26056605,26961204,27887204,28792649,29649128,30444523,31192853,31924201,32682240,33499177,34385849,35334790,36337778,37379766,38450323,39548666,40681416,41853944,43073830,44346532,45673520,47053033,48483132,49960563,51482638,53049231,54660345,56313444,58005461,59734213,Africa,AF,"Tanzania, United Republic of",TZ,834
Thailand,54.45,53.13,56.74,59.05,59.7,62.15,59.98,52.83,69.54,49.88,45.4,51.7,50.2,54.6,59.8,58.4,58.32,54.51,50.61,48.16,51.91,49.07,48.71,46.76,40.48,40.04,41.6,41.21,41.68,43.79,47.6,34.59,35.16,34.57,35.63,34.97,36.26,41.4,34.59,32.01,36.18,41.91,46.6,44.14,48.26,40.02,37.73,33.67,30.71,34.94,38.49,44.88,38.41,42.63,48.77,44.26,44.27,46.57,51.06,54.42,52.66,49.46,49.79,50.09,53.5,52.39,7302.89,7648.86,8179.4,8863.74,9608.55,10256.33,11024.85,11869.67,12244.82,12191.41,13195.37,13519.13,14870.98,15407.67,15480.21,15822.37,16616.2,17422.95,18530.21,19233.87,18236.18,THA,"Population, total",SP.POP.TOTL,27397208,28224186,29080945,29966873,30881136,31822656,32789129,33778804,34791418,35827089,36884525,37963280,39058594,40159581,41252320,42326307,43377270,44405903,45413082,46401750,47374463,48326269,49255889,50173922,51094870,52026901,52980105,53945872,54891520,55772169,56558196,57232471,57811025,58337773,58875275,59467272,60130190,60846588,61585103,62298569,62952639,63539190,64069093,64549867,64995303,65416189,65812540,66182064,66530980,66866834,67195032,67518379,67835969,68144519,68438748,68714519,68971313,69209817,69428454,69625581,69799978,Asia,AS,"Thailand, Kingdom of",TH,764
Timor Leste,,,,,,,,,,,,,,,,,,,,,,,,,41.07,41.13,43.40,44.39,42.95,43.73,48.92,44.72,41.89,53.32,48.25,44.04,45.73,48.30,44.72,38.56,43.77,46.30,43.78,45.49,57.50,46.11,45.24,36.22,33.62,46.15,48.55,55.48,38.43,44.96,36.34,40.68,38.79,38.55,36.71,36.91,35.01,32.88,40.15,40.03,40.34,46.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Togo,46.56,48.1,46.48,48.05,48.3,36.43,48.66,27.91,46.1,41.78,29.5,,,,,,,,,,,,,,37.72,37.07,37.95,41.73,41.85,42.3,41.53,46.67,43.77,45.33,46.11,46.99,45.74,46,46.67,46.96,55.96,62.87,30.41,65.55,59.38,32.61,32.1,32.14,34.39,33.19,34.94,33.03,23.3,25.78,20.89,26.89,24.89,21.63,26.9,36.48,36.75,37.54,40.28,38.6,43.65,42.35,972.45,974.62,1001.33,1061.19,1052.02,1007.66,1037.7,1025.04,1058.28,1095.26,1144.33,1210.14,1227.16,1275.33,1328.38,1397.33,1954.2,2012.24,2110.83,2211.63,2223.63,TGO,"Population, total",SP.POP.TOTL,1580508,1597523,1612761,1631758,1662073,1708631,1774020,1855450,1945777,2034902,2115522,2185667,2247578,2303344,2356620,2410451,2464424,2518454,2576293,2642693,2720835,2812312,2915618,3026980,3140840,3252997,3363040,3471738,3577469,3678567,3774310,3862998,3945902,4029044,4120615,4226293,4348808,4485945,4632451,4780455,4924406,5062571,5197040,5330629,5467770,5611643,5762881,5920360,6083417,6250840,6421674,6595939,6773807,6954721,7137997,7323162,7509952,7698476,7889095,8082359,8278737,Africa,AF,"Togo, Togolese Republic",TG,768
Tonga,,,,,,,,,,,,,,,,,,,,,,,,,,,38.58,38.63,38.62,39.65,46.10,,,35.26,37.64,35.34,39.71,46.30,,,43.74,46.00,49.49,47.51,53.25,,,32.76,32.97,37.42,36.48,46.18,,,37.42,30.58,33.21,30.73,33.87,,,38.48,39.34,36.45,43.85,50.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinidad and Tobago,43.34,43.67,45.14,45.26,46.97,54.25,47.04,52.28,74.34,67.36,47.5,,,,,,,,,,,,,,37.16,36.25,40.52,39.59,38.45,39.55,40.75,46.14,43.29,42.59,39,38.09,39.6,38.51,46.14,34.89,43.06,39.97,43.52,43.03,38.79,37.12,34.63,39.57,28.66,30.58,34.48,41.1,29.72,27.12,34.75,33.68,32.51,33.92,36.16,40.19,41.31,48.76,49.31,48.22,46.72,49.21,14547.24,15431.61,16845.88,19539.4,21550.67,23485.53,27264.77,29196.02,30632.99,29366.36,30528.89,30887.98,30063.33,30059.72,29698.57,27397.23,26389.74,26342.62,26880.64,26920.14,25031.19,TTO,"Population, total",SP.POP.TOTL,847973,864814,879436,891948,902620,911742,919218,925233,930792,937184,945357,955753,968136,982006,996479,1010934,1025104,1039210,1053560,1068644,1084743,1101983,1120019,1138071,1155083,1170296,1183382,1194532,1204150,1212858,1221121,1229108,1236685,1243605,1249527,1254200,1257547,1259838,1261699,1263927,1267159,1271627,1277210,1283564,1290115,1296497,1302552,1308450,1314449,1320921,1328144,1336180,1344814,1353708,1362337,1370332,1377563,1384060,1389841,1394969,1399491,North America,,"Trinidad and Tobago, Republic of",TT,780
Tunisia,43.6,43.93,45.15,46.4,47.38,60.58,46.66,58.99,77.28,62.35,46.7,,,,,,,,,,,,,,40.29,38.29,42.25,44.31,43.57,42.52,41.88,30.61,28.89,28.31,27.96,27.69,26.74,28.46,30.61,33.87,45.46,44.86,50.26,46.5,45.25,40.68,43.73,38.01,29.53,46.06,46.57,43.91,48.63,39.55,41.55,47.32,48.47,44.97,44.9,44.77,45.43,46.55,51.59,49.04,47.83,46.89,5978.97,6286.67,6419.87,6795.62,7356.79,7784.8,8362.85,9071.62,9538.45,9798.98,10155.53,10067.91,10217.14,10231.73,10446.07,10208.75,10359.32,10605.29,11022.16,11210.43,10261.69,TUN,"Population, total",SP.POP.TOTL,4178235,4238141,4305477,4380074,4461111,4547941,4640995,4740526,4845220,4953379,5063805,5176290,5291335,5409338,5530978,5656912,5786482,5919958,6060158,6210756,6374040,6551232,6740520,6937332,7135265,7329590,7517854,7700733,7880333,8060211,8242509,8427851,8613855,8795934,8967916,9125400,9267335,9395119,9509862,9613587,9708347,9793915,9871261,9945282,10022278,10106778,10201211,10304729,10414425,10525691,10635245,10741872,10846993,10952949,11063195,11179951,11303942,11433438,11565203,11694721,11818618,Africa,AF,"Tunisia, Tunisian Republic",TN,788
Turkey,40.47,41.94,43.43,43.89,44.4,60.4,44.8,54.91,67.68,52.96,42.6,55.7,49.8,49.1,49,41.7,46.6,46.47,46.95,47.25,45.54,41.02,40.22,40.76,40.49,40.78,43.03,45.11,44.79,44.4,46.31,37.63,38.59,37.67,36.69,37.02,36.73,40.86,37.63,27.73,32.06,40.14,48.02,41.78,38.87,42.46,38.17,35.92,46.03,35.95,38.66,42.85,45.74,43.81,48.4,51.08,50.93,50.43,53.84,48.49,55.62,55.11,59.98,58.25,54.39,55.1,9633.09,9284.26,9401.23,9689.93,10970.67,12003.85,13730.04,14967.95,16182.48,15609.47,17555.59,19799.12,20772.5,22438.71,24090.24,25753.39,26512.02,27913.82,27942.96,27318.43,28119.45,TUR,"Population, total",SP.POP.TOTL,27472339,28146909,28832831,29531362,30244258,30972996,31717504,32477994,33256465,34055391,34876296,35720603,36587267,37472329,38370278,39277249,40189561,41108290,42039983,42994043,43975972,44988411,46025411,47073470,48114158,49133928,50128548,51100930,52053764,52992479,53921758,54840595,55748946,56653808,57564209,58486453,59423278,60372571,61329665,62287391,63240196,64192243,65145357,66089402,67010930,67903461,68756809,69581854,70418612,71321406,72326992,73443254,74651046,75925454,77229262,78529413,79827868,81116451,82340090,83429607,84339067,Europe,EU,"Turkey, Republic of",TR,792
Turkmenistan,30.29,30.57,31.33,31.81,31.69,38.39,31.75,45.07,70.24,66.1,43.9,,,,,,,,,,,,,,39.74,37.91,38.01,38.9,37.99,38.61,38.99,36.51,37.91,33.55,27.33,25.16,25.32,38.67,36.51,28.68,34.35,37.31,50.41,38.56,30.56,40.87,40.62,30.19,38.75,42.23,39.92,39.24,39.97,33.08,36.15,37.24,37.01,35.55,33.87,47.48,49.24,45,50.02,47.36,53.71,52.6,4275.01,4510.66,4548.02,4736.91,5055.94,5829.43,6588.03,7420.56,8561.58,9021.14,9810.61,11294.97,12057.18,12739.18,13491,13690.61,13862.28,14205.03,15201.78,16195.54,,TKM,"Population, total",SP.POP.TOTL,1603254,1658364,1715408,1773854,1833065,1892596,1952144,2011762,2071793,2132800,2195165,2258965,2324019,2390212,2457379,2525374,2594315,2664262,2734899,2805817,2876809,2947783,3019064,3091510,3166215,3244024,3324462,3407310,3493892,3585867,3683978,3789188,3899843,4010789,4115105,4207841,4287337,4355125,4413477,4466133,4516128,4564087,4610018,4655752,4703396,4754652,4810114,4870142,4935765,5007953,5087211,5174076,5267906,5366376,5466324,5565283,5662371,5757667,5850902,5942094,6031187,Asia,AS,Turkmenistan,TM,795
Uganda,,,,,,,,,,,,,,,,,,,,,,,,,37.49,37.34,36.17,37.77,35.75,34.42,37.55,48.98,50.53,39.88,44.81,39.58,40.42,48.27,48.98,36.94,49.17,51.16,49.09,53.03,55.02,33.28,32.99,28.68,38.86,33.74,32.89,36.44,23.53,24.08,19.48,16.69,17.97,14.42,11.90,42.77,42.15,40.18,38.50,34.41,31.33,36.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ukraine,46.68,47.16,47.51,45.62,45.92,58.22,46.31,49.01,79.69,52.87,49.5,44.7,46.1,49.5,54.1,53.3,62.22,56.04,57.1,49.81,50.88,57.49,60.09,60.6,42.19,41.44,44.6,43.02,45.4,44.72,46.69,44.62,46.21,44.6,43.87,44.01,45.25,47.2,44.62,25.01,34.45,39.53,45.29,42.15,41.86,42.42,42.58,25.63,36.86,42.15,41.32,44.4,44.58,44.02,50.34,39.2,50.1,47.76,47.71,47.6,49.36,46.94,47.16,48.85,47.12,52.3,4106.84,4631.61,4999.09,5621.9,6521.61,6977.26,7775.61,8642.21,9062.25,7818.3,8245.38,8909.66,9343.33,10691.76,10743.59,10164.33,11148.2,11871.12,12634.24,13350.48,13056.7,UKR,"Population, total",SP.POP.TOTL,42664646,43206353,43752227,44288607,44796959,45264552,45684983,46063219,46411816,46749289,47088862,47435008,47783006,48125829,48452623,48755662,49032729,49287118,49523304,49747998,49965872,50221000,50384000,50564000,50754000,50917000,51097000,51293000,51521000,51773000,51891400,52000500,52150400,52179200,51921400,51512800,51057800,50594600,50144500,49674000,49176500,48662400,48202470,47812949,47451626,47105171,46787786,46509355,46258189,46053331,45870741,45706086,45593342,45489648,45272155,45154036,45004673,44831135,44622518,44386203,44134693,Europe,EU,Ukraine,UA,804
United Arab Emirates,43.98,48.87,49.82,50.84,50.72,40.67,50.91,72.91,69.35,58.9,55.6,,,,,,,,,,,,,,39.1,38.7,41.51,41.36,42.91,44.27,44.53,36.79,35.77,32.78,28.29,29.07,29.7,33.61,36.79,30.61,35.68,41.57,53.03,42.15,33.44,47.58,44.01,34.53,32.58,37.93,47.23,54.7,32.85,34.78,36.95,39.66,43.32,43.61,45.24,47.71,48.35,55.69,57.04,62.09,58.69,55.64,98363.57,96722.51,95550.19,99238.36,101871.33,97670.06,95678.32,87101.57,79730.96,68166.48,64881.78,67686.39,69102.48,70374.24,73619.04,64901.88,63968.89,67183.61,68576.12,69957.62,,ARE,"Population, total",SP.POP.TOTL,92417,100801,112112,125130,138049,149855,159979,169768,182620,203103,234512,277463,330968,394625,467457,548295,637926,735347,835498,931752,1019507,1096602,1164816,1228457,1293970,1366165,1446386,1533526,1627068,1725676,1828437,1937159,2052892,2173135,2294377,2415099,2539121,2671361,2813214,2966029,3134067,3302722,3478769,3711931,4068577,4588222,5300172,6168846,7089486,7917368,8549998,8946778,9141598,9197908,9214182,9262896,9360975,9487206,9630966,9770526,9890400,Asia,AS,United Arab Emirates,AE,784
United Kingdom,61.24,62,67.56,68,68.48,74.24,68.82,77.35,87.38,79.89,81.3,59.2,60.6,65.3,65.9,67.4,67.33,69.66,70.79,70.13,66.1,66.79,65.92,69.8,43.78,44.86,50.96,51.85,52.61,52.79,56.12,35.74,36.85,39.54,34.72,34.25,34.61,35.4,35.74,37.6,49.28,57.93,44.76,62.5,67.27,46.88,45.52,28.77,34.04,48.1,48.93,51.57,54.67,56.39,60.38,62.7,64.87,62.09,66.51,44.33,47.95,53.38,54.16,54.26,55.82,59.85,26421.01,27730.32,28997.06,30232.97,31902.61,32592.51,34657.51,35505.39,36644.7,35043.59,36464.48,37169.55,38299.57,39931.23,41289.08,42567.59,44150,45744.71,47145.88,48513.5,44916.23,GBR,"Population, total",SP.POP.TOTL,52400000,52800000,53250000,53650000,54000000,54348050,54648500,54943600,55211700,55441750,55663250,55896223,56086065,56194527,56229974,56225800,56211968,56193492,56196504,56246951,56314216,56333829,56313641,56332848,56422072,56550268,56681396,56802050,56928327,57076711,57247586,57424897,57580402,57718614,57865745,58019030,58166950,58316954,58487141,58682466,58892514,59119673,59370479,59647577,59987905,60401206,60846820,61322463,61806995,62276270,62766365,63258810,63700215,64128273,64602298,65116219,65611593,66058859,66460344,66836327,67215293,Europe,EU,United Kingdom of Great Britain & Northern Ireland,GB,826
United States,54.27,54.81,55.21,55.88,56.16,63.48,56.59,67.52,84.72,71.19,69.3,33.4,39.8,46.3,46.5,48.5,53.51,52.93,52.33,54.91,51.04,25.86,18.82,18.6,46.75,45.54,47.6,49.23,49.28,49.15,51.67,51.87,52.89,57.24,52.24,53.05,53.27,54.53,51.87,29.3,33.84,44.82,48.45,47.48,47.54,38.88,36.79,34.07,38.44,35.76,35.68,41.39,58.16,51.78,57.88,59.34,57.68,58.23,62.28,51.84,56.96,53,53.35,54.66,51.07,52.6,36334.91,37133.24,38023.16,39496.49,41712.8,44114.75,46298.73,47975.97,48382.56,47099.98,48466.66,49882.56,51602.93,53106.54,55049.99,56863.37,58021.4,60109.66,63064.42,65279.53,63543.58,USA,"Population, total",SP.POP.TOTL,180671000,183691000,186538000,189242000,191889000,194303000,196560000,198712000,200706000,202677000,205052000,207661000,209896000,211909000,213854000,215973000,218035000,220239000,222585000,225055000,227225000,229466000,231664000,233792000,235825000,237924000,240133000,242289000,244499000,246819000,249623000,252981000,256514000,259919000,263126000,266278000,269394000,272657000,275854000,279040000,282162411,284968955,287625193,290107933,292805298,295516599,298379912,301231207,304093966,306771529,309327143,311583481,313877662,316059947,318386329,320738994,323071755,325122128,326838199,328329953,329484123,North America,,United States of America,US,840
Uruguay,56.27,59.4,57.67,57,56.8,59.11,57.06,53.61,73.98,64.65,49.1,,,,,,,,,,,,,,48.88,46.46,47.26,47.86,48,47.19,51.99,55.5,55.6,58.8,57.63,56.34,55.05,62.26,55.5,42.98,47.1,52.66,33.72,56.47,63.29,45.15,41.05,31.39,34.2,42.69,40.91,46.43,39.74,33.28,34.24,36.42,35.13,33.87,32.37,60.79,59.38,55.2,50.9,52.29,49.66,55.6,10255.1,10059.79,9427.15,9686.5,10451.89,11580.39,12406.37,13547.13,14764.19,15464.26,16817.08,18002.89,18192.33,19130.06,20093.62,20217.56,22454.39,23009.87,23588.15,24006.79,22795.06,URY,"Population, total",SP.POP.TOTL,2538648,2571682,2603883,2635125,2665383,2694537,2722871,2750091,2774761,2795037,2809799,2818283,2821458,2822112,2824095,2830172,2841371,2856958,2875724,2895683,2915389,2934624,2953852,2973048,2992250,3011519,3030651,3049581,3068714,3088603,3109598,3131657,3154459,3177734,3201149,3224275,3247383,3270158,3291053,3308005,3319734,3325471,3326046,3323661,3321486,3321799,3325403,3331753,3340221,3349676,3359273,3368926,3378975,3389436,3400439,3412013,3424139,3436645,3449290,3461731,3473727,South America,SA,"Uruguay, Eastern Republic of",UY,858
